Semester & Year (Course Identifyer),Session,Class Type,Open or Closed,Capacity,Professor
15953,020,IND(1 - 6),Open,0 / 30,Mohammad Mahmoody
15798,021,IND(1 - 6),Open,3 / 30,Kevin Sullivan
21033,022,IND(1 - 6),Open,0 / 30,Yen-Ling Kuo
16206,023,IND(1 - 6),Open,1 / 30,Madhur Behl
15801,025,IND(1 - 6),Open,0 / 30,Mark Sherriff
16048,026,IND(1 - 6),Permission,0 / 30,Craig Dill
16050,027,IND(1 - 6),Permission,0 / 30,Kong-cheng Wong
15880,028,IND(1 - 6),Open,0 / 30,David Edwards
21212,029,IND(1 - 6),Open,1 / 30,Chang Lou
15923,030,IND(1 - 6),Open,0 / 30,Mark Floryan
15925,032,IND(1 - 6),Open,0 / 30,Yanjun Qi
16128,033,IND(1 - 6),Open,1 / 30,Haiying Shen
16826,034,IND(1 - 6),Open,0 / 30,Tom Fletcher
16129,035,IND(1 - 6),Open,0 / 30,Charles Reiss
16131,037,IND(1 - 6),Open,0 / 30,Upsorn Praphamontripong
16157,038,IND(1 - 6),Open,0 / 30,Mary Smith
16158,039,IND(1 - 6),Open,0 / 30,Abdeltawab Hendawi
16186,041,IND(1 - 6),Open,3 / 30,Lu Feng
16218,042,IND(1 - 6),Open,0 / 30,Nathan Brunelle
16236,043,IND(1 - 6),Open,0 / 30,Farzad Hassanzadeh
16334,045,IND(1 - 6),Open,3 / 30,Matthew Dwyer
16335,046,IND(1 - 6),Open,0 / 30,Sebastian Elbaum
16336,047,IND(1 - 6),Open,2 / 30,Yangfeng Ji
16338,049,IND(1 - 6),Open,0 / 30,Ashish Venkat
16339,050,IND(1 - 6),Open,1 / 30,Daniel Graham
16340,051,IND(1 - 6),Open,0 / 30,Robbie Hott
16341,052,IND(1 - 6),Open,0 / 30,Rich Nguyen
16342,053,IND(1 - 6),Open,0 / 30,Raymond Pettit
17023,054,IND(1 - 6),Open,0 / 30,Tianhao Wang
17037,055,IND(1 - 6),Open,0 / 30,Seongkook Heo
17041,056,IND(1 - 6),Open,1 / 30,Miaomiao Zhang
17044,057,IND(1 - 6),Open,0 / 30,Shangtong Zhang
17050,058,IND(1 - 6),Open,1 / 30,Felix Lin
17073,059,IND(1 - 6),Open,1 / 30,Sandhya Dwarkadas
17091,060,IND(1 - 6),Open,2 / 30,Wajih Ul Hassan
17104,061,IND(1 - 6),Open,0 / 30,Geoffrey Fox
21247,062,IND(1 - 6),Open,1 / 30,Ferdinando Fioretto
21248,063,IND(1 - 6),Open,0 / 30,Wei-Kai Lin
21249,064,IND(1 - 6),Open,0 / 30,Hyojoon Kim
21250,065,IND(1 - 6),Open,0 / 30,Chen-Yu Wei
,15702,003,IND(1 - 12),Open,1 / 30
15702,003,IND(1 - 12),Open,1 / 30,Jack Davidson
15702,003,IND(1 - 12),Open,1 / 30,Jack Davidson
15703,004,IND(1 - 12),Open,2 / 30,David Evans
16798,006,IND(1 - 12),Open,4 / 30,Afsaneh Doryab
15957,008,IND(1 - 12),Open,1 / 30,Yanjun Qi
15705,009,IND(1 - 12),Open,0 / 30,Tom Horton
16810,010,IND(1 - 12),Open,0 / 30,Yixin Sun
15821,011,IND(1 - 12),Open,0 / 30,Mark Sherriff
16211,012,IND(1 - 12),Open,0 / 30,Brad Campbell
15706,014,IND(1 - 12),Open,0 / 30,Worthy Martin
15954,015,IND(1 - 12),Open,0 / 30,Mohammad Mahmoody
15708,018,IND(1 - 12),Open,1 / 30,Kevin Skadron
16821,019,IND(1 - 12),Open,2 / 30,Judy Fox
16670,020,IND(1 - 12),Open,1 / 30,Miaomiao Zhang
16823,021,IND(1 - 12),Open,4 / 30,Felix Lin
15709,022,IND(1 - 12),Open,1 / 30,Kevin Sullivan
16824,023,IND(1 - 12),Open,0 / 30,Tom Fletcher
16207,024,IND(1 - 12),Open,3 / 30,Madhur Behl
15822,025,IND(1 - 12),Open,0 / 30,Aaron Bloomfield
16081,026,IND(1 - 12),Open,0 / 30,Samira Khan
16134,027,IND(1 - 12),Open,0 / 30,Kai-wei Chang
16135,028,IND(1 - 12),Open,1 / 30,Haiying Shen
16833,029,IND(1 - 12),Open,0 / 30,Rich Nguyen
16136,030,IND(1 - 12),Open,0 / 30,Charles Reiss
16138,032,IND(1 - 12),Open,0 / 30,Upsorn Praphamontripong
16187,033,IND(1 - 12),Open,0 / 30,Lu Feng
16219,034,IND(1 - 12),Open,0 / 30,Nathan Brunelle
16237,035,IND(1 - 12),Open,1 / 30,Farzad Hassanzadeh
16326,037,IND(1 - 12),Open,0 / 30,Homa Alemzadeh
16327,038,IND(1 - 12),Open,0 / 30,Jonathan Goodall
16328,039,IND(1 - 12),Open,0 / 30,Denis Nekipelov
16329,040,IND(1 - 12),Open,0 / 30,Kristen Naegle
16343,041,IND(1 - 12),Open,1 / 30,Matthew Dwyer
16344,042,IND(1 - 12),Open,0 / 30,Sebastian Elbaum
16345,043,IND(1 - 12),Open,5 / 30,Yangfeng Ji
16346,044,IND(1 - 12),Open,1 / 30,Yonghwi Kwon
16411,045,IND(1 - 12),Open,4 / 30,Aidong Zhang
16427,046,IND(1 - 12),Open,4 / 30,Anil Vullikanti
16428,047,IND(1 - 12),Open,7 / 30,Madhav Marathe
16471,048,IND(1 - 12),Open,0 / 30,Michael Albert
16505,049,IND(1 - 12),Open,0 / 30,David Wu
16506,050,IND(1 - 12),Open,0 / 30,Haifeng Xu
16507,051,IND(1 - 12),Open,0 / 30,Seongkook Heo
16508,052,IND(1 - 12),Open,3 / 30,Ashish Venkat
16561,053,IND(1 - 12),Open,1 / 30,Jundong Li
16568,054,IND(1 - 12),Open,1 / 30,Nicola Bezzo
16998,055,IND(1 - 12),Open,4 / 30,Wajih Ul Hassan
17020,056,IND(1 - 12),Open,1 / 30,Sandhya Dwarkadas
17040,057,IND(1 - 12),Open,6 / 30,Geoffrey Fox
17046,058,IND(1 - 12),Open,2 / 30,Shangtong Zhang
17051,059,IND(1 - 12),Open,2 / 30,Tariq Iqbal
17069,060,IND(1 - 12),Open,3 / 30,Yue Cheng
20946,061,IND(1 - 12),Open,2 / 30,Chen-Yu Wei
20964,062,IND(1 - 12),Open,1 / 30,Adwait Jog
20965,063,IND(1 - 12),Open,1 / 30,Tianhao Wang
20967,064,IND(1 - 12),Open,1 / 30,Ferdinando Fioretto
20968,065,IND(1 - 12),Open,0 / 30,Hyojoon Kim
20969,066,IND(1 - 12),Open,0 / 30,Wei-Kai Lin
20975,067,IND(1 - 12),Open,0 / 30,Chang Lou
20976,068,IND(1 - 12),Open,0 / 30,Yen-Ling Kuo
,15843,001,IND(1 - 6),Permission,0 / 30
15843,001,IND(1 - 6),Permission,0 / 30,Aaron Bloomfield
15843,001,IND(1 - 6),Permission,0 / 30,Aaron Bloomfield
17090,002,IND(1 - 6),Permission,1 / 30,Shangtong Zhang
15845,004,IND(1 - 6),Permission,0 / 30,Jack Davidson
15846,005,IND(1 - 6),Permission,0 / 30,David Evans
17105,006,IND(1 - 6),Permission,0 / 30,Wajih Ul Hassan
16047,007,IND(1 - 6),Permission,0 / 30,David Edwards
15847,008,IND(1 - 6),Permission,0 / 30,Tom Horton
21024,009,IND(1 - 6),Permission,2 / 30,Adwait Jog
16212,010,IND(1 - 6),Permission,0 / 30,Brad Campbell
16046,011,IND(1 - 6),Permission,1 / 30,Mark Floryan
15848,012,IND(1 - 6),Permission,0 / 30,Worthy Martin
15958,013,IND(1 - 6),Permission,0 / 30,Yanjun Qi
15849,015,IND(1 - 6),Permission,0 / 30,Mark Sherriff
15850,016,IND(1 - 6),Permission,3 / 30,Kevin Skadron
21034,017,IND(1 - 6),Permission,1 / 30,Yen-Ling Kuo
15955,018,IND(1 - 6),Permission,0 / 30,Mohammad Mahmoody
21240,019,IND(1 - 6),Permission,0 / 30,Chang Lou
15851,020,IND(1 - 6),Permission,0 / 30,Kevin Sullivan
21241,021,IND(1 - 6),Permission,0 / 30,Ferdinando Fioretto
16208,022,IND(1 - 6),Permission,0 / 30,Madhur Behl
21242,023,IND(1 - 6),Permission,0 / 30,Wei-Kai Lin
16083,025,IND(1 - 6),Permission,0 / 30,Samira Khan
16139,026,IND(1 - 6),Permission,0 / 30,Kai-wei Chang
16140,027,IND(1 - 6),Permission,0 / 30,Haiying Shen
21243,028,IND(1 - 6),Permission,0 / 30,Hyojoon Kim
16141,029,IND(1 - 6),Permission,0 / 30,Charles Reiss
16143,031,IND(1 - 6),Permission,0 / 30,Upsorn Praphamontripong
16160,032,IND(1 - 6),Permission,0 / 30,Mary Smith
16161,033,IND(1 - 6),Permission,0 / 30,Kong-cheng Wong
16188,035,IND(1 - 6),Permission,0 / 30,Lu Feng
16220,036,IND(1 - 6),Permission,0 / 30,Nathan Brunelle
16238,037,IND(1 - 6),Permission,0 / 30,Farzad Hassanzadeh
16347,039,IND(1 - 6),Permission,1 / 30,Matthew Dwyer
16348,040,IND(1 - 6),Permission,0 / 30,Sebastian Elbaum
16349,041,IND(1 - 6),Permission,1 / 30,Yangfeng Ji
16351,043,IND(1 - 6),Permission,0 / 30,Ashish Venkat
16352,044,IND(1 - 6),Permission,0 / 30,Daniel Graham
16353,045,IND(1 - 6),Permission,1 / 30,Robbie Hott
16354,046,IND(1 - 6),Permission,0 / 30,Rich Nguyen
16355,047,IND(1 - 6),Permission,0 / 30,Raymond Pettit
16412,048,IND(1 - 6),Permission,0 / 30,Aidong Zhang
16509,049,IND(1 - 6),Permission,0 / 30,David Wu
16510,050,IND(1 - 6),Permission,0 / 30,Haifeng Xu
16511,051,IND(1 - 6),Permission,2 / 30,Seongkook Heo
16534,052,IND(1 - 6),Permission,0 / 30,Homa Alemzadeh
16816,053,IND(1 - 6),Permission,0 / 30,Afsaneh Doryab
16827,054,IND(1 - 6),Permission,1 / 30,Tom Fletcher
21245,057,IND(1 - 6),Permission,0 / 30,Chen-Yu Wei
21246,058,IND(1 - 6),Permission,0 / 30,Yen-Ling Kuo
,15691,001,IND(1 - 12),Open,10 / 30
15691,001,IND(1 - 12),Open,10 / 30,Kevin Skadron
15691,001,IND(1 - 12),Open,10 / 30,Kevin Skadron
15686,003,IND(1 - 12),Open,0 / 30,Jack Davidson
15823,004,IND(1 - 12),Open,0 / 30,Aaron Bloomfield
16825,006,IND(1 - 12),Open,2 / 30,Tom Fletcher
16681,007,IND(1 - 12),Open,3 / 30,Yixin Sun
15687,008,IND(1 - 12),Open,2 / 30,David Evans
17018,009,IND(1 - 12),Open,0 / 30,Tariq Iqbal
16671,010,IND(1 - 12),Open,1 / 30,Miaomiao Zhang
15959,012,IND(1 - 12),Open,1 / 30,Yanjun Qi
16664,013,IND(1 - 12),Open,1 / 30,Jundong Li
16085,014,IND(1 - 12),Open,1 / 30,Samira Khan
16213,015,IND(1 - 12),Open,7 / 30,Brad Campbell
15689,016,IND(1 - 12),Open,0 / 30,Worthy Martin
15956,017,IND(1 - 12),Open,0 / 30,Mohammad Mahmoody
16209,019,IND(1 - 12),Open,2 / 30,Madhur Behl
16514,020,IND(1 - 12),Open,3 / 30,Seongkook Heo
16513,021,IND(1 - 12),Open,0 / 30,Haifeng Xu
16144,022,IND(1 - 12),Open,0 / 30,Kai-wei Chang
15692,023,IND(1 - 12),Open,0 / 30,Kevin Sullivan
15824,025,IND(1 - 12),Open,0 / 30,Tom Horton
16145,026,IND(1 - 12),Open,10 / 30,Haiying Shen
15825,027,IND(1 - 12),Open,0 / 30,Mark Sherriff
16512,028,IND(1 - 12),Open,0 / 30,David Wu
16146,029,IND(1 - 12),Open,0 / 30,Charles Reiss
16148,031,IND(1 - 12),Open,0 / 30,Upsorn Praphamontripong
16189,032,IND(1 - 12),Open,4 / 30,Lu Feng
16221,033,IND(1 - 12),Open,0 / 30,Nathan Brunelle
16239,034,IND(1 - 12),Open,2 / 30,Farzad Hassanzadeh
16356,036,IND(1 - 12),Open,5 / 30,Matthew Dwyer
16357,037,IND(1 - 12),Open,4 / 30,Sebastian Elbaum
16358,038,IND(1 - 12),Open,4 / 30,Yangfeng Ji
16359,039,IND(1 - 12),Open,2 / 30,Yonghwi Kwon
16375,040,IND(1 - 12),Open,2 / 30,Ashish Venkat
16413,041,IND(1 - 12),Open,5 / 30,Aidong Zhang
16429,042,IND(1 - 12),Open,1 / 30,Anil Vullikanti
16430,043,IND(1 - 12),Open,4 / 30,Madhav Marathe
16959,044,IND(1 - 12),Open,1 / 30,John Stankovic
17000,045,IND(1 - 12),Open,1 / 30,Sandhya Dwarkadas
17047,047,IND(1 - 12),Open,1 / 30,Shangtong Zhang
17070,048,IND(1 - 12),Open,1 / 30,Yue Cheng
20620,049,IND(1 - 12),Open,1 / 30,Adwait Jog
21101,050,IND(1 - 12),Open,2 / 30,Geoffrey Fox
21234,051,IND(1 - 12),Open,0 / 30,Chang Lou
21235,052,IND(1 - 12),Open,4 / 30,Ferdinando Fioretto
21236,053,IND(1 - 12),Open,0 / 30,Wei-Kai Lin
21237,054,IND(1 - 12),Open,0 / 30,Hyojoon Kim
21238,055,IND(1 - 12),Open,1 / 30,Chen-Yu Wei
21239,056,IND(1 - 12),Open,3 / 30,Yen-Ling Kuo
